instrument,companyName,cik,form,filedDate,accessionNumber,reportDate,primaryDocument,primaryDocDescription,primaryDocumentUrl,detail_url
MAG7,"Meta Platforms, Inc.",0001326801,144,2025-09-23T00:00:00Z,0001921094-25-001194,,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/1326801/000192109425001194/xsl144X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1326801/000192109425001194/0001921094-25-001194-index.htm
MAG7,NVIDIA CORP,0001045810,4,2025-09-23T00:00:00Z,0001636665-25-000006,2025-09-19,xslF345X05/wk-form4_1758662649.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1045810/000163666525000006/xslF345X05/wk-form4_1758662649.xml,https://www.sec.gov/Archives/edgar/data/1045810/000163666525000006/0001636665-25-000006-index.htm
MAG7,NVIDIA CORP,0001045810,4,2025-09-23T00:00:00Z,0001199039-25-000010,2025-09-19,xslF345X05/wk-form4_1758662353.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1045810/000119903925000010/xslF345X05/wk-form4_1758662353.xml,https://www.sec.gov/Archives/edgar/data/1045810/000119903925000010/0001199039-25-000010-index.htm
MAG7,NVIDIA CORP,0001045810,144,2025-09-23T00:00:00Z,0001921094-25-001195,,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/1045810/000192109425001195/xsl144X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1045810/000192109425001195/0001921094-25-001195-index.htm
MAG7,"Tesla, Inc.",0001318605,DEFA14A,2025-09-23T00:00:00Z,0001104659-25-092572,,tm252289d21_defa14a.htm,DEFA14A,https://www.sec.gov/Archives/edgar/data/1318605/000110465925092572/tm252289d21_defa14a.htm,https://www.sec.gov/Archives/edgar/data/1318605/000110465925092572/0001104659-25-092572-index.htm
MAG7,"Meta Platforms, Inc.",0001326801,144,2025-09-22T00:00:00Z,0001921094-25-001187,,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/1326801/000192109425001187/xsl144X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1326801/000192109425001187/0001921094-25-001187-index.htm
MAG7,NVIDIA CORP,0001045810,4,2025-09-22T00:00:00Z,0001197650-25-000007,2025-09-18,xslF345X05/wk-form4_1758588406.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1045810/000119765025000007/xslF345X05/wk-form4_1758588406.xml,https://www.sec.gov/Archives/edgar/data/1045810/000119765025000007/0001197650-25-000007-index.htm
MAG7,NVIDIA CORP,0001045810,144,2025-09-22T00:00:00Z,0001921094-25-001192,,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/1045810/000192109425001192/xsl144X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1045810/000192109425001192/0001921094-25-001192-index.htm
MAG7,"Tesla, Inc.",0001318605,DEFA14A,2025-09-22T00:00:00Z,0001104659-25-092175,,tm252289d20_defa14a.htm,DEFA14A,https://www.sec.gov/Archives/edgar/data/1318605/000110465925092175/tm252289d20_defa14a.htm,https://www.sec.gov/Archives/edgar/data/1318605/000110465925092175/0001104659-25-092175-index.htm
MAG7,"Tesla, Inc.",0001318605,PX14A6G,2025-09-22T00:00:00Z,0001096906-25-001550,,ncppr_px14a6g.htm,NATIONAL CENTER FOR PUBLIC POLICY RESEARCH - PX14A6G,https://www.sec.gov/Archives/edgar/data/1318605/000109690625001550/ncppr_px14a6g.htm,https://www.sec.gov/Archives/edgar/data/1318605/000109690625001550/0001096906-25-001550-index.htm
MAG7,NVIDIA CORP,0001045810,4,2025-09-19T00:00:00Z,0001526111-25-000006,2025-09-17,xslF345X05/wk-form4_1758331018.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1045810/000152611125000006/xslF345X05/wk-form4_1758331018.xml,https://www.sec.gov/Archives/edgar/data/1045810/000152611125000006/0001526111-25-000006-index.htm
MAG7,NVIDIA CORP,0001045810,4,2025-09-19T00:00:00Z,0001696841-25-000004,2025-09-17,xslF345X05/wk-form4_1758330785.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1045810/000169684125000004/xslF345X05/wk-form4_1758330785.xml,https://www.sec.gov/Archives/edgar/data/1045810/000169684125000004/0001696841-25-000004-index.htm
MAG7,NVIDIA CORP,0001045810,4,2025-09-19T00:00:00Z,0001283854-25-000006,2025-09-17,xslF345X05/wk-form4_1758330603.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1045810/000128385425000006/xslF345X05/wk-form4_1758330603.xml,https://www.sec.gov/Archives/edgar/data/1045810/000128385425000006/0001283854-25-000006-index.htm
MAG7,NVIDIA CORP,0001045810,4,2025-09-19T00:00:00Z,0001347842-25-000005,2025-09-17,xslF345X05/wk-form4_1758330464.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1045810/000134784225000005/xslF345X05/wk-form4_1758330464.xml,https://www.sec.gov/Archives/edgar/data/1045810/000134784225000005/0001347842-25-000005-index.htm
MAG7,NVIDIA CORP,0001045810,4,2025-09-19T00:00:00Z,0001588670-25-000009,2025-09-17,xslF345X05/wk-form4_1758330323.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1045810/000158867025000009/xslF345X05/wk-form4_1758330323.xml,https://www.sec.gov/Archives/edgar/data/1045810/000158867025000009/0001588670-25-000009-index.htm
MAG7,NVIDIA CORP,0001045810,4,2025-09-19T00:00:00Z,0001197649-25-000036,2025-09-17,xslF345X05/wk-form4_1758330063.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1045810/000119764925000036/xslF345X05/wk-form4_1758330063.xml,https://www.sec.gov/Archives/edgar/data/1045810/000119764925000036/0001197649-25-000036-index.htm
MAG7,NVIDIA CORP,0001045810,144/A,2025-09-19T00:00:00Z,0001958244-25-004347,,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/1045810/000195824425004347/xsl144X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1045810/000195824425004347/0001958244-25-004347-index.htm
MAG7,NVIDIA CORP,0001045810,144,2025-09-19T00:00:00Z,0001958244-25-004346,,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/1045810/000195824425004346/xsl144X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1045810/000195824425004346/0001958244-25-004346-index.htm
MAG7,NVIDIA CORP,0001045810,144,2025-09-19T00:00:00Z,0001950047-25-007371,,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/1045810/000195004725007371/xsl144X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1045810/000195004725007371/0001950047-25-007371-index.htm
MAG7,NVIDIA CORP,0001045810,144,2025-09-19T00:00:00Z,0001921094-25-001183,,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/1045810/000192109425001183/xsl144X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1045810/000192109425001183/0001921094-25-001183-index.htm
MAG7,NVIDIA CORP,0001045810,144,2025-09-19T00:00:00Z,0001969223-25-000785,,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/1045810/000196922325000785/xsl144X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1045810/000196922325000785/0001969223-25-000785-index.htm
MAG7,"Tesla, Inc.",0001318605,DEFA14A,2025-09-19T00:00:00Z,0001104659-25-091707,,tm252289d19_defa14a.htm,DEFA14A,https://www.sec.gov/Archives/edgar/data/1318605/000110465925091707/tm252289d19_defa14a.htm,https://www.sec.gov/Archives/edgar/data/1318605/000110465925091707/0001104659-25-091707-index.htm
MAG7,"Meta Platforms, Inc.",0001326801,4,2025-09-18T00:00:00Z,0000950103-25-011843,2025-09-16,xslF345X05/dp234437_4-newstead.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326801/000095010325011843/xslF345X05/dp234437_4-newstead.xml,https://www.sec.gov/Archives/edgar/data/1326801/000095010325011843/0000950103-25-011843-index.htm
MAG7,NVIDIA CORP,0001045810,144,2025-09-18T00:00:00Z,0001197650-25-000005,,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/1045810/000119765025000005/xsl144X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1045810/000119765025000005/0001197650-25-000005-index.htm
MAG7,NVIDIA CORP,0001045810,144,2025-09-18T00:00:00Z,0001921094-25-001182,,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/1045810/000192109425001182/xsl144X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1045810/000192109425001182/0001921094-25-001182-index.htm
MAG7,"Tesla, Inc.",0001318605,DEFA14A,2025-09-18T00:00:00Z,0001104659-25-091323,,tm252289d18_defa14a.htm,DEFA14A,https://www.sec.gov/Archives/edgar/data/1318605/000110465925091323/tm252289d18_defa14a.htm,https://www.sec.gov/Archives/edgar/data/1318605/000110465925091323/0001104659-25-091323-index.htm
MAG7,MICROSOFT CORP,0000789019,4,2025-09-17T00:00:00Z,0000789019-25-000057,2025-09-15,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES,https://www.sec.gov/Archives/edgar/data/789019/000078901925000057/xslF345X05/form4.xml,https://www.sec.gov/Archives/edgar/data/789019/000078901925000057/0000789019-25-000057-index.htm
MAG7,MICROSOFT CORP,0000789019,4,2025-09-17T00:00:00Z,0000789019-25-000056,2025-09-15,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES,https://www.sec.gov/Archives/edgar/data/789019/000078901925000056/xslF345X05/form4.xml,https://www.sec.gov/Archives/edgar/data/789019/000078901925000056/0000789019-25-000056-index.htm
MAG7,MICROSOFT CORP,0000789019,4,2025-09-17T00:00:00Z,0000789019-25-000055,2025-09-15,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES,https://www.sec.gov/Archives/edgar/data/789019/000078901925000055/xslF345X05/form4.xml,https://www.sec.gov/Archives/edgar/data/789019/000078901925000055/0000789019-25-000055-index.htm
MAG7,MICROSOFT CORP,0000789019,4,2025-09-17T00:00:00Z,0000789019-25-000054,2025-09-15,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES,https://www.sec.gov/Archives/edgar/data/789019/000078901925000054/xslF345X05/form4.xml,https://www.sec.gov/Archives/edgar/data/789019/000078901925000054/0000789019-25-000054-index.htm
MAG7,MICROSOFT CORP,0000789019,4,2025-09-17T00:00:00Z,0000789019-25-000053,2025-09-15,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES,https://www.sec.gov/Archives/edgar/data/789019/000078901925000053/xslF345X05/form4.xml,https://www.sec.gov/Archives/edgar/data/789019/000078901925000053/0000789019-25-000053-index.htm
MAG7,MICROSOFT CORP,0000789019,4,2025-09-17T00:00:00Z,0000789019-25-000052,2025-09-15,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES,https://www.sec.gov/Archives/edgar/data/789019/000078901925000052/xslF345X05/form4.xml,https://www.sec.gov/Archives/edgar/data/789019/000078901925000052/0000789019-25-000052-index.htm
MAG7,Alphabet Inc.,0001652044,4,2025-09-17T00:00:00Z,0001193125-25-206631,2025-09-15,xslF345X05/ownership.xml,4,https://www.sec.gov/Archives/edgar/data/1652044/000119312525206631/xslF345X05/ownership.xml,https://www.sec.gov/Archives/edgar/data/1652044/000119312525206631/0001193125-25-206631-index.htm
MAG7,Alphabet Inc.,0001652044,4,2025-09-17T00:00:00Z,0001193125-25-206614,2025-09-15,xslF345X05/ownership.xml,4,https://www.sec.gov/Archives/edgar/data/1652044/000119312525206614/xslF345X05/ownership.xml,https://www.sec.gov/Archives/edgar/data/1652044/000119312525206614/0001193125-25-206614-index.htm
MAG7,Alphabet Inc.,0001652044,4,2025-09-17T00:00:00Z,0001193125-25-206604,2025-09-15,xslF345X05/ownership.xml,4,https://www.sec.gov/Archives/edgar/data/1652044/000119312525206604/xslF345X05/ownership.xml,https://www.sec.gov/Archives/edgar/data/1652044/000119312525206604/0001193125-25-206604-index.htm
MAG7,Alphabet Inc.,0001652044,4,2025-09-17T00:00:00Z,0001193125-25-206597,2025-09-15,xslF345X05/ownership.xml,4,https://www.sec.gov/Archives/edgar/data/1652044/000119312525206597/xslF345X05/ownership.xml,https://www.sec.gov/Archives/edgar/data/1652044/000119312525206597/0001193125-25-206597-index.htm
MAG7,Alphabet Inc.,0001652044,4,2025-09-17T00:00:00Z,0001193125-25-206593,2025-09-15,xslF345X05/ownership.xml,4,https://www.sec.gov/Archives/edgar/data/1652044/000119312525206593/xslF345X05/ownership.xml,https://www.sec.gov/Archives/edgar/data/1652044/000119312525206593/0001193125-25-206593-index.htm
MAG7,Alphabet Inc.,0001652044,4,2025-09-17T00:00:00Z,0001193125-25-206585,2025-09-15,xslF345X05/ownership.xml,4,https://www.sec.gov/Archives/edgar/data/1652044/000119312525206585/xslF345X05/ownership.xml,https://www.sec.gov/Archives/edgar/data/1652044/000119312525206585/0001193125-25-206585-index.htm
MAG7,Alphabet Inc.,0001652044,4,2025-09-17T00:00:00Z,0001193125-25-206579,2025-09-15,xslF345X05/ownership.xml,4,https://www.sec.gov/Archives/edgar/data/1652044/000119312525206579/xslF345X05/ownership.xml,https://www.sec.gov/Archives/edgar/data/1652044/000119312525206579/0001193125-25-206579-index.htm
MAG7,Alphabet Inc.,0001652044,4,2025-09-17T00:00:00Z,0001193125-25-206575,2025-09-15,xslF345X05/ownership.xml,4,https://www.sec.gov/Archives/edgar/data/1652044/000119312525206575/xslF345X05/ownership.xml,https://www.sec.gov/Archives/edgar/data/1652044/000119312525206575/0001193125-25-206575-index.htm
MAG7,Alphabet Inc.,0001652044,4,2025-09-17T00:00:00Z,0001193125-25-206564,2025-09-15,xslF345X05/ownership.xml,4,https://www.sec.gov/Archives/edgar/data/1652044/000119312525206564/xslF345X05/ownership.xml,https://www.sec.gov/Archives/edgar/data/1652044/000119312525206564/0001193125-25-206564-index.htm
MAG7,Alphabet Inc.,0001652044,4,2025-09-17T00:00:00Z,0001193125-25-206518,2025-09-15,xslF345X05/ownership.xml,4,https://www.sec.gov/Archives/edgar/data/1652044/000119312525206518/xslF345X05/ownership.xml,https://www.sec.gov/Archives/edgar/data/1652044/000119312525206518/0001193125-25-206518-index.htm
MAG7,Alphabet Inc.,0001652044,4,2025-09-17T00:00:00Z,0001193125-25-206510,2025-09-15,xslF345X05/ownership.xml,4,https://www.sec.gov/Archives/edgar/data/1652044/000119312525206510/xslF345X05/ownership.xml,https://www.sec.gov/Archives/edgar/data/1652044/000119312525206510/0001193125-25-206510-index.htm
MAG7,Alphabet Inc.,0001652044,144,2025-09-17T00:00:00Z,0001950047-25-007260,,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/1652044/000195004725007260/xsl144X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1652044/000195004725007260/0001950047-25-007260-index.htm
MAG7,Alphabet Inc.,0001652044,144,2025-09-17T00:00:00Z,0001950047-25-007259,,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/1652044/000195004725007259/xsl144X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1652044/000195004725007259/0001950047-25-007259-index.htm
MAG7,"Meta Platforms, Inc.",0001326801,4,2025-09-17T00:00:00Z,0000950103-25-011787,2025-09-15,xslF345X05/dp234403_4-olivan.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326801/000095010325011787/xslF345X05/dp234403_4-olivan.xml,https://www.sec.gov/Archives/edgar/data/1326801/000095010325011787/0000950103-25-011787-index.htm
MAG7,"Meta Platforms, Inc.",0001326801,4,2025-09-17T00:00:00Z,0000950103-25-011785,2025-09-15,xslF345X05/dp234404_4-kimmitt.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326801/000095010325011785/xslF345X05/dp234404_4-kimmitt.xml,https://www.sec.gov/Archives/edgar/data/1326801/000095010325011785/0000950103-25-011785-index.htm
MAG7,NVIDIA CORP,0001045810,144,2025-09-17T00:00:00Z,0001921094-25-001171,,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/1045810/000192109425001171/xsl144X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1045810/000192109425001171/0001921094-25-001171-index.htm
MAG7,"Tesla, Inc.",0001318605,4,2025-09-17T00:00:00Z,0001104659-25-090923,2025-09-15,xslF345X05/tm2526179-1_4seq1.xml,OWNERSHIP DOCUMENT,https://www.sec.gov/Archives/edgar/data/1318605/000110465925090923/xslF345X05/tm2526179-1_4seq1.xml,https://www.sec.gov/Archives/edgar/data/1318605/000110465925090923/0001104659-25-090923-index.htm
MAG7,"Tesla, Inc.",0001318605,DEFA14A,2025-09-17T00:00:00Z,0001104659-25-090888,,tm252289d17_defa14a.htm,DEFA14A,https://www.sec.gov/Archives/edgar/data/1318605/000110465925090888/tm252289d17_defa14a.htm,https://www.sec.gov/Archives/edgar/data/1318605/000110465925090888/0001104659-25-090888-index.htm
MAG7,"Tesla, Inc.",0001318605,DEFA14A,2025-09-17T00:00:00Z,0001104659-25-090886,,tm252289d16_defa14a.htm,DEFA14A,https://www.sec.gov/Archives/edgar/data/1318605/000110465925090886/tm252289d16_defa14a.htm,https://www.sec.gov/Archives/edgar/data/1318605/000110465925090886/0001104659-25-090886-index.htm
MAG7,"Tesla, Inc.",0001318605,DEFA14A,2025-09-17T00:00:00Z,0001104659-25-090884,,tm252289d15_defa14a.htm,DEFA14A,https://www.sec.gov/Archives/edgar/data/1318605/000110465925090884/tm252289d15_defa14a.htm,https://www.sec.gov/Archives/edgar/data/1318605/000110465925090884/0001104659-25-090884-index.htm
MAG7,"Tesla, Inc.",0001318605,ARS,2025-09-17T00:00:00Z,0001104659-25-090875,2024-12-31,tm252787d3_ars.pdf,ARS,https://www.sec.gov/Archives/edgar/data/1318605/000110465925090875/tm252787d3_ars.pdf,https://www.sec.gov/Archives/edgar/data/1318605/000110465925090875/0001104659-25-090875-index.htm
MAG7,"Tesla, Inc.",0001318605,DEFA14A,2025-09-17T00:00:00Z,0001104659-25-090868,,tm252289d14_defa14a.htm,DEFA14A,https://www.sec.gov/Archives/edgar/data/1318605/000110465925090868/tm252289d14_defa14a.htm,https://www.sec.gov/Archives/edgar/data/1318605/000110465925090868/0001104659-25-090868-index.htm
MAG7,"Tesla, Inc.",0001318605,DEF 14A,2025-09-17T00:00:00Z,0001104659-25-090866,2025-11-06,tm252289-12_def14a.htm,FORM DEF 14A,https://www.sec.gov/Archives/edgar/data/1318605/000110465925090866/tm252289-12_def14a.htm,https://www.sec.gov/Archives/edgar/data/1318605/000110465925090866/0001104659-25-090866-index.htm
MAG7,Alphabet Inc.,0001652044,4,2025-09-16T00:00:00Z,0001193125-25-205278,2025-09-15,xslF345X05/ownership.xml,4,https://www.sec.gov/Archives/edgar/data/1652044/000119312525205278/xslF345X05/ownership.xml,https://www.sec.gov/Archives/edgar/data/1652044/000119312525205278/0001193125-25-205278-index.htm
MAG7,Alphabet Inc.,0001652044,4,2025-09-16T00:00:00Z,0001193125-25-205274,2025-09-15,xslF345X05/ownership.xml,4,https://www.sec.gov/Archives/edgar/data/1652044/000119312525205274/xslF345X05/ownership.xml,https://www.sec.gov/Archives/edgar/data/1652044/000119312525205274/0001193125-25-205274-index.htm
MAG7,"Meta Platforms, Inc.",0001326801,144,2025-09-16T00:00:00Z,0001921094-25-001157,,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/1326801/000192109425001157/xsl144X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1326801/000192109425001157/0001921094-25-001157-index.htm
MAG7,NVIDIA CORP,0001045810,4,2025-09-16T00:00:00Z,0001768670-25-000008,2025-09-12,xslF345X05/wk-form4_1758066009.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1045810/000176867025000008/xslF345X05/wk-form4_1758066009.xml,https://www.sec.gov/Archives/edgar/data/1045810/000176867025000008/0001768670-25-000008-index.htm
MAG7,"Tesla, Inc.",0001318605,DEFA14A,2025-09-16T00:00:00Z,0001104659-25-090460,,tm2525295d5_defa14a.htm,DEFA14A,https://www.sec.gov/Archives/edgar/data/1318605/000110465925090460/tm2525295d5_defa14a.htm,https://www.sec.gov/Archives/edgar/data/1318605/000110465925090460/0001104659-25-090460-index.htm
MAG7,MICROSOFT CORP,0000789019,4,2025-09-15T00:00:00Z,0000789019-25-000045,2025-09-15,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES,https://www.sec.gov/Archives/edgar/data/789019/000078901925000045/xslF345X05/form4.xml,https://www.sec.gov/Archives/edgar/data/789019/000078901925000045/0000789019-25-000045-index.htm
MAG7,Alphabet Inc.,0001652044,144,2025-09-15T00:00:00Z,0001969223-25-000771,,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/1652044/000196922325000771/xsl144X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1652044/000196922325000771/0001969223-25-000771-index.htm
MAG7,"Meta Platforms, Inc.",0001326801,144,2025-09-15T00:00:00Z,0001921094-25-001149,,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/1326801/000192109425001149/xsl144X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1326801/000192109425001149/0001921094-25-001149-index.htm
MAG7,"Meta Platforms, Inc.",0001326801,144,2025-09-15T00:00:00Z,0001921094-25-001148,,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/1326801/000192109425001148/xsl144X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1326801/000192109425001148/0001921094-25-001148-index.htm
MAG7,"Tesla, Inc.",0001318605,144,2025-09-15T00:00:00Z,0001968582-25-000917,,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/1318605/000196858225000917/xsl144X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1318605/000196858225000917/0001968582-25-000917-index.htm
MAG7,"Tesla, Inc.",0001318605,DEFA14A,2025-09-15T00:00:00Z,0001104659-25-090043,,tm2525295d4_defa14a.htm,DEFA14A,https://www.sec.gov/Archives/edgar/data/1318605/000110465925090043/tm2525295d4_defa14a.htm,https://www.sec.gov/Archives/edgar/data/1318605/000110465925090043/0001104659-25-090043-index.htm
MAG7,"Tesla, Inc.",0001318605,4,2025-09-15T00:00:00Z,0001104659-25-089693,2025-09-12,xslF345X05/tm2526050-1_4seq1.xml,OWNERSHIP DOCUMENT,https://www.sec.gov/Archives/edgar/data/1318605/000110465925089693/xslF345X05/tm2526050-1_4seq1.xml,https://www.sec.gov/Archives/edgar/data/1318605/000110465925089693/0001104659-25-089693-index.htm
MAG7,MICROSOFT CORP,0000789019,4,2025-09-12T00:00:00Z,0000789019-25-000043,2025-09-10,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES,https://www.sec.gov/Archives/edgar/data/789019/000078901925000043/xslF345X05/form4.xml,https://www.sec.gov/Archives/edgar/data/789019/000078901925000043/0000789019-25-000043-index.htm
MAG7,MICROSOFT CORP,0000789019,4,2025-09-12T00:00:00Z,0000789019-25-000042,2025-09-10,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES,https://www.sec.gov/Archives/edgar/data/789019/000078901925000042/xslF345X05/form4.xml,https://www.sec.gov/Archives/edgar/data/789019/000078901925000042/0000789019-25-000042-index.htm
MAG7,MICROSOFT CORP,0000789019,4,2025-09-12T00:00:00Z,0000789019-25-000041,2025-09-10,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES,https://www.sec.gov/Archives/edgar/data/789019/000078901925000041/xslF345X05/form4.xml,https://www.sec.gov/Archives/edgar/data/789019/000078901925000041/0000789019-25-000041-index.htm
MAG7,MICROSOFT CORP,0000789019,4,2025-09-12T00:00:00Z,0000789019-25-000040,2025-09-10,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES,https://www.sec.gov/Archives/edgar/data/789019/000078901925000040/xslF345X05/form4.xml,https://www.sec.gov/Archives/edgar/data/789019/000078901925000040/0000789019-25-000040-index.htm
MAG7,MICROSOFT CORP,0000789019,4,2025-09-12T00:00:00Z,0000789019-25-000039,2025-09-10,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES,https://www.sec.gov/Archives/edgar/data/789019/000078901925000039/xslF345X05/form4.xml,https://www.sec.gov/Archives/edgar/data/789019/000078901925000039/0000789019-25-000039-index.htm
MAG7,MICROSOFT CORP,0000789019,4,2025-09-12T00:00:00Z,0000789019-25-000038,2025-09-10,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES,https://www.sec.gov/Archives/edgar/data/789019/000078901925000038/xslF345X05/form4.xml,https://www.sec.gov/Archives/edgar/data/789019/000078901925000038/0000789019-25-000038-index.htm
MAG7,MICROSOFT CORP,0000789019,4,2025-09-12T00:00:00Z,0000789019-25-000037,2025-09-10,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES,https://www.sec.gov/Archives/edgar/data/789019/000078901925000037/xslF345X05/form4.xml,https://www.sec.gov/Archives/edgar/data/789019/000078901925000037/0000789019-25-000037-index.htm
MAG7,MICROSOFT CORP,0000789019,4,2025-09-12T00:00:00Z,0000789019-25-000036,2025-09-10,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES,https://www.sec.gov/Archives/edgar/data/789019/000078901925000036/xslF345X05/form4.xml,https://www.sec.gov/Archives/edgar/data/789019/000078901925000036/0000789019-25-000036-index.htm
MAG7,MICROSOFT CORP,0000789019,4,2025-09-12T00:00:00Z,0000789019-25-000035,2025-09-10,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES,https://www.sec.gov/Archives/edgar/data/789019/000078901925000035/xslF345X05/form4.xml,https://www.sec.gov/Archives/edgar/data/789019/000078901925000035/0000789019-25-000035-index.htm
MAG7,MICROSOFT CORP,0000789019,4,2025-09-12T00:00:00Z,0000789019-25-000034,2025-09-10,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES,https://www.sec.gov/Archives/edgar/data/789019/000078901925000034/xslF345X05/form4.xml,https://www.sec.gov/Archives/edgar/data/789019/000078901925000034/0000789019-25-000034-index.htm
MAG7,MICROSOFT CORP,0000789019,4,2025-09-12T00:00:00Z,0000789019-25-000033,2025-09-10,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES,https://www.sec.gov/Archives/edgar/data/789019/000078901925000033/xslF345X05/form4.xml,https://www.sec.gov/Archives/edgar/data/789019/000078901925000033/0000789019-25-000033-index.htm
MAG7,"Tesla, Inc.",0001318605,4,2025-09-12T00:00:00Z,0001972928-25-000004,2025-09-11,xslF345X05/edgardoc.xml,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/1318605/000197292825000004/xslF345X05/edgardoc.xml,https://www.sec.gov/Archives/edgar/data/1318605/000197292825000004/0001972928-25-000004-index.htm
