instrument,timestamp_utc,open_price,high_price,low_price,close_price,record_timestamp_utc
LSE:MAG7,2025-09-17 08:25:00+00:00,35.41,35.41,35.33,35.33,2025-09-20 17:52:14
LSE:MAG7,2025-09-17 08:30:00+00:00,35.41,35.41,35.18,35.18,2025-09-20 17:52:14
LSE:MAG7,2025-09-17 08:35:00+00:00,35.14,35.14,34.83,34.92,2025-09-20 17:52:14
LSE:MAG7,2025-09-17 08:40:00+00:00,34.86,34.87,34.58,34.68,2025-09-20 17:52:14
LSE:MAG7,2025-09-17 08:45:00+00:00,34.9,34.92,34.9,34.92,2025-09-20 17:52:14
LSE:MAG7,2025-09-17 08:50:00+00:00,34.92,35.11,34.92,34.98,2025-09-20 17:52:14
LSE:MAG7,2025-09-17 09:00:00+00:00,35.23,35.23,35.19,35.19,2025-09-20 17:52:14
LSE:MAG7,2025-09-17 09:05:00+00:00,35.23,35.34,35.23,35.28,2025-09-20 17:52:14
LSE:MAG7,2025-09-17 09:10:00+00:00,35.27,35.28,35.27,35.28,2025-09-20 17:52:14
LSE:MAG7,2025-09-17 09:15:00+00:00,35.27,35.27,35.08,35.08,2025-09-20 17:52:14
LSE:MAG7,2025-09-17 09:20:00+00:00,35.17,35.17,35.17,35.17,2025-09-20 17:52:14
LSE:MAG7,2025-09-17 09:25:00+00:00,35.11,35.2,35.11,35.15,2025-09-20 17:52:14
LSE:MAG7,2025-09-17 09:30:00+00:00,35.2,35.2,35.16,35.16,2025-09-20 17:52:14
LSE:MAG7,2025-09-17 09:35:00+00:00,35.27,35.27,35.27,35.27,2025-09-20 17:52:14
LSE:MAG7,2025-09-17 09:40:00+00:00,35.27,35.27,35.18,35.18,2025-09-20 17:52:14
LSE:MAG7,2025-09-17 09:45:00+00:00,35.27,35.27,35.27,35.27,2025-09-20 17:52:14
LSE:MAG7,2025-09-17 09:55:00+00:00,35.2,35.2,35.2,35.2,2025-09-20 17:52:14
LSE:MAG7,2025-09-17 10:00:00+00:00,35.17,35.17,35.17,35.17,2025-09-20 17:52:14
LSE:MAG7,2025-09-17 10:05:00+00:00,35.12,35.12,35.12,35.12,2025-09-20 17:52:14
LSE:MAG7,2025-09-17 10:10:00+00:00,35.12,35.12,35.1,35.1,2025-09-20 17:52:14
LSE:MAG7,2025-09-17 10:15:00+00:00,34.92,34.92,34.92,34.92,2025-09-20 17:52:14
LSE:MAG7,2025-09-17 10:25:00+00:00,34.91,34.92,34.91,34.92,2025-09-20 17:52:14
LSE:MAG7,2025-09-17 10:30:00+00:00,34.84,34.92,34.84,34.9,2025-09-20 17:52:14
LSE:MAG7,2025-09-17 10:40:00+00:00,34.8,34.8,34.8,34.8,2025-09-20 17:52:14
LSE:MAG7,2025-09-17 10:45:00+00:00,34.79,34.79,34.77,34.77,2025-09-20 17:52:14
LSE:MAG7,2025-09-17 10:50:00+00:00,34.87,34.87,34.87,34.87,2025-09-20 17:52:14
